ENSID	HGNC	PMID Gene-disease	Disease OMIM ID	Disease name	PMID Disease
ENSG00000090924	PLEKHG2	26573021	616763	Leukodystrophy and acquired microcephaly with or without dystonia	26573021
ENSG00000198836	OPA1	26561570	616896	Mitochondrial DNA depletion syndrome 14 (encephalocardiomyopathic type)	26561570
ENSG00000145982	FARS2	26553276	617046	"?Spastic paraplegia 77, autosomal recessive"	25851414
ENSG00000149196	HIKESHI	26545878	616881	"Leukodystrophy, hypomyelinating, 13"	26545878
ENSG00000103148	NPRL3	26505888	617118	"Epilepsy, familial focal, with variable foci 3"	26505888
ENSG00000114388	NPRL2	26505888	617116	"Epilepsy, familial focal, with variable foci 2"	26505888
ENSG00000072756	TRNT1	26494905	616959	Retinitis pigmentosa and erythrocytic microcytosis 	26494905
ENSG00000151806	GUF1	26486472	617065	"Epileptic encephalopathy, early infantile, 40"	26486472
ENSG00000133731	IMPA1	26416544	617323	"Mental retardation, autosomal recessive 59"	26416544
ENSG00000128917	DLL4	26299364	616589	Adams-Oliver syndrome 6 	25132448
ENSG00000168658	VWA3B	26157035	616948	"Spinocerebellar ataxia, autosomal recessive 22"	26157035
ENSG00000168389	MFSD2A	26005868	616486	"Microcephaly 15, primary, autosomal recessive"	24828044
ENSG00000068654	POLR1A	25913037	616462	"Acrofacial dysostosis, Cincinnati type"	25434003
ENSG00000134905	CARS2	25787132	616672	Combined oxidative phosphorylation deficiency 27	25361775
ENSG00000106290	TAF6	25558065	617126	Alazami-Yuan syndrome	25558065
ENSG00000108963	DPH1	25558065	616901	"Developmental delay with short stature, dysmorphic features, and sparse hair"	25558065
ENSG00000145348	TBCK	25558065	616900	"Hypotonia, infantile, with psychomotor retardation and characteristic facies 3"	25558065
ENSG00000173409	ARV1	25558065	617020	"Epileptic encephalopathy, early infantile, 38"	25558065
ENSG00000198860	TSEN15	25558065	617026	"Pontocerebellar hypoplasia, type 2F"	25558065
ENSG00000148204	CRB2	25557779	616220	Focal segmental glomerulosclerosis 9 	25557779
ENSG00000165898	ISCA2	25539947	616370	Multiple mitochondrial dysfunctions syndrome 4	25539947
ENSG00000105568	PPP2R1A	25533962	616362	"Mental retardation, autosomal dominant 36"	25533962
ENSG00000112640	PPP2R5D	25533962	616355	"Mental retardation, autosomal dominant 35"	25533962
ENSG00000113163	COL4A3BP	25533962	616351	"Mental retardation, autosomal dominant 34"	25533962
ENSG00000188517	COL25A1	25500261	616219	"Fibrosis of extraocular muscles, congenital, 5"	25500261
ENSG00000129159	KCNC1	25401298	616187	"Epilepsy, progressive myoclonic 7"	25401298
ENSG00000151474	FRMD4A	25388005	616819	"Corpus callosum, agenesis of, with facial anomalies and cerebellar ataxia"	25388005
ENSG00000168944	CEP120	25361962	616300	Short-rib thoracic dysplasia 13 with or without polydactyly	25361962
ENSG00000203877	RIPPLY2	25343988	616566	Spondylocostal dysostosis 6	25343988
ENSG00000164073	MFSD8	25227500	616170	Macular dystrophy with central cone involvement	25227500
ENSG00000072756	TRNT1	25193871	616084	"Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay"	23553769
ENSG00000138002	IFT172	25168386	616394	Retinitis pigmentosa 71	25168386
ENSG00000130703	OSBPL2	25077649	616340	"Deafness, autosomal dominant 67"	25077649
ENSG00000135775	COG2	24784932	617395	"Congenital disorder of glycosylation, type IIq"	24784932
ENSG00000172409	CLP1	24766810	615803	"Pontocerebellar hypoplasia, type 10"	23474986
ENSG00000172409	CLP1	24766809	615803	"Pontocerebellar hypoplasia, type 10"	23474986
ENSG00000101210	EEF1A2	24697219	616393	"Mental retardation, autosomal dominant 38"	24697219
ENSG00000138078	PREPL	24610330	616224	"Myasthenic syndrome, congenital, 22"	23794250
ENSG00000166402	TUB	24375934	616188	Retinal dystrophy and obesity	24375934
ENSG00000104218	CSPP1	24360808	615636	Joubert syndrome 21	24360808
ENSG00000107745	MICU1	24336167	615673	Myopathy with extrapyramidal signs	24336167
ENSG00000108797	CNTNAP1	24319099	616286	Lethal congenital contracture syndrome 7	24319099
ENSG00000174233	ADCY6	24319099	616287	Lethal congenital contracture syndrome 8	24319099
ENSG00000134569	LRP4	24234652	616304	"Myasthenic syndrome, congenital, 17"	24234652
ENSG00000180879	SSR4	24218363	300934	"Congenital disorder of glycosylation, type Iy"	24218363
ENSG00000168267	PTF1A	24212882	615935	Pancreatic agenesis 2	24212882
ENSG00000080561	MID2	24115387	300928	"Mental retardation, X-linked 101"	24115387
ENSG00000196159	FAT4	24056717	615546	Van Maldergem syndrome 2 	22473091
ENSG00000136156	ITM2B	24026677	616079	Retinal dystrophy with inner retinal dysfunction and ganglion cell abnormalities	24026677
ENSG00000126870	WDR60	23910462	615503	Short-rib thoracic dysplasia 8 with or without polydactyly	22791528
ENSG00000140873	ADAMTS18	23818446	615458	"Microcornea, myopic chorioretinal atrophy, and telecanthus"	22686506
ENSG00000197565	COL4A6	23714752	300914	"Deafness, X-linked 6"	23714752
ENSG00000153187	HNRNPU	23708187	617391	"Epileptic encephalopathy, early infantile, 54"	22581936
ENSG00000101346	POFUT1	23684010	615327	Dowling-Degos disease 2 	23018017
ENSG00000168280	KIF5C	23603762	615282	"Cortical dysplasia, complex, with other brain malformations 2"	23033978
ENSG00000153933	DGKE	23274426	615008	"Nephrotic syndrome, type 7"	23274426
ENSG00000171551	ECEL1	23261301	615065	"Arthrogryposis, distal, type 5D"	23261301
ENSG00000183423	LRIT3	23246293	615058	"Night blindness, congenital stationary (complete), 1F, autosomal recessive"	23246293
ENSG00000121879	PIK3CA	23246288	615108	Cowden syndrome 5	23246288
ENSG00000142208	AKT1	23246288	615109	Cowden syndrome 6	23246288
ENSG00000184302	SIX6	23167593	212550	Optic disc anomalies with retinal and/or macular dystrophy	23167593
ENSG00000079805	DNM2	23092955	615368	Lethal congenital contracture syndrome 5 	23092955
ENSG00000186487	MYT1L	23033978	616521	"Mental retardation, autosomal dominant 39"	21990140
ENSG00000167791	CABP2	22981119	614899	"Deafness, autosomal recessive 93"	21542834
ENSG00000174720	LARP7	22865833	615071	Alazami syndrome 	21937992
ENSG00000250479	CHCHD10	22535186	615048	"Spinal muscular atrophy, Jokela type"	21715705
ENSG00000051180	RAD51	22305526	614508	Mirror movements 2	21242494
ENSG00000134871	COL4A2	22209246	614483	Porencephaly 2 	22209246
ENSG00000139193	CD27	22197273	615122	Lymphoproliferative syndrome 2	22197273
ENSG00000109103	UNC119	22184408	615518	Cone-rod dystrophy (3)?Immunodeficiency 13	22184408
ENSG00000148704	VAX1	22095910	614402	"Microphthalmia, syndromic 11"	22095910
ENSG00000141506	PIK3R5	22065524	615217	Ataxia-oculomotor apraxia 3 	22065524
ENSG00000117322	CR2	22035880	614699	"Immunodeficiency, common variable, 7"	22035880
ENSG00000157796	WDR19	22019273	614376	Short-rib thoracic dysplasia 5 with or without polydactyly	19430947
ENSG00000166548	TK2	21937588	617069	"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 3"	21937588
ENSG00000177239	MAN1B1	21763484	614202	"Mental retardation, autosomal recessive 15"	20345473
ENSG00000165478	HEPACAM	21419380	613925	Megalencephalic leukoencephalopathy with subcortical cysts 2A	20517947
ENSG00000165478	HEPACAM	21419380	613926	"Megalencephalic leukoencephalopathy with subcortical cysts 2B, remitting, with or without mental retardation"	20517947
ENSG00000122026	RPL21	21412954	615885	Hypotrichosis 12	19751230
ENSG00000119650	IFT43	21378380	614099	Cranioectodermal dysplasia 3	20493458
ENSG00000198513	ATL1	21194679	613708	"Neuropathy, hereditary sensory, type ID"	21194679
ENSG00000186184	POLR1D	21131976	613717	Treacher Collins syndrome 2	21131976
ENSG00000141519	CCDC40	21131974	613808	"Ciliary dyskinesia, primary, 15"	21131974
ENSG00000081014	AP4E1	20972249	613744	"Spastic paraplegia 51, autosomal recessive"	20972249
ENSG00000118873	RAB3GAP2	20967465	614225	Warburg micro syndrome 2	20967465
ENSG00000182054	IDH2	20847235	613657	D-2-hydroxyglutaric aciduria 2	19228619
ENSG00000187288	CIDEC	20049731	615238	"Lipodystrophy, familial partial, type 5"	18654663
ENSG00000134982	APC	8102685	135290	"Desmoid disease, hereditary"	1544113
ENSG00000116701	NCF2	2770793	233710	Chronic granulomatous disease due to deficiency of NCF-2	2848318
ENSG00000124253	PCK1	179269	261680	"Phosphoenolpyruvate carboxykinase-1, cytosolic, deficiency"	1092127
ENSG00000140274	DUOXA2	18042646	274900	"Thyroid dyshormonogenesis 5, "	18042646
ENSG00000079482	OPHN1	9582072	300486	"Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance"	9195162
ENSG00000269335	IKBKG	16950813	300640	"Invasive pneumococcal disease, recurrent isolated, 2"	16950813
ENSG00000008086	CDKL5	15499549	300672	"Epileptic encephalopathy, early infantile, 2"	12746405
ENSG00000008086	CDKL5	15492925	300672	"Epileptic encephalopathy, early infantile, 2"	12746405
ENSG00000101204	CHRNA4	7550350	600513	"Epilepsy, nocturnal frontal lobe, 1"	7906762
ENSG00000157184	CPT2	1528846	600649	"CPT II deficiency, infantile"	1999498
ENSG00000137474	MYO7A	9354784	601317	"Deafness, autosomal dominant 11 "	8776602
ENSG00000088035	ALG6	10359825	603147	"Congenital disorder of glycosylation, type Ic"	9710431
ENSG00000105711	SCN1B	9697698	604233	"Epilepsy, generalized, with febrile seizures plus, type 1"	9126059
ENSG00000106327	TFR2	10802645	604250	"Hemochromatosis, type 3"	10216143
ENSG00000144285	SCN1A	10742094	604403	"Epilepsy, generalized, with febrile seizures plus, type 2"	10486327
ENSG00000143252	SDHC	11062460	605373	Paragangliomas 3	10541590
ENSG00000181027	FKRP	11592034	606612	"Muscular dystrophy-dystroglycanopathy (congenital with or without mental retardation), type B, 5"	11053680
ENSG00000124713	GNMT	11810299	606664	Glycine N-methyltransferase deficiency	11596649
ENSG00000159363	ATP13A2	16964263	606693	Kufor-Rakeb syndrome	15986421
ENSG00000139549	DHH	11017805	607080	"46XY partial gonadal dysgenesis, with minifascicular neuropathy"	10483790
ENSG00000196569	LAMA2	7550355	607855	"Muscular dystrophy, congenital merosin-deficient"	8000914
ENSG00000196569	LAMA2	7550355	607855	"Muscular dystrophy, congenital, due to partial LAMA2 deficiency"	8000914
ENSG00000124198	ARFGEF2	14647276	608097	Periventricular heterotopia with microcephaly	12682315
ENSG00000108823	SGCA	8069911	608099	"Muscular dystrophy, limb-girdle, type 2D"	8281158
ENSG00000168685	IL7R	9843216	608971	"Severe combined immunodeficiency, T-cell negative, B-cell/natural killer cell-positive type"	9068311
ENSG00000177542	SLC25A22	15592994	609304	"Epileptic encephalopathy, early infantile, 3"	15592994
ENSG00000102466	FGF14	12489043	609307	Spinocerebellar ataxia 	12123606
ENSG00000144285	SCN1A	16054936	609634	"Migraine, familial hemiplegic, 3"	15277634
ENSG00000204311	PJVK	17301963	610220	"Deafness, autosomal recessive 59"	16804542
ENSG00000197753	LHFPL5	16459341	610265	"Deafness, autosomal recessive 67"	15905332
ENSG00000187486	KCNJ11	15784703	610582	"Diabetes mellitus, transient neonatal, 3"	15115830
ENSG00000177666	PNPLA2	17187067	610717	Neutral lipid storage disease with myopathy 	17187067
ENSG00000131018	SYNE1	17159980	610743	"Spinocerebellar ataxia, autosomal recessive 8"	17159980
ENSG00000116586	LAMTOR2	17195838	610798	Immunodeficiency due to defect in MAPBP-interacting protein	17195838
ENSG00000198001	IRAK4	16950813	610799	"Invasive pneumococcal disease, recurrent isolated, 1"	16950813
ENSG00000171680	PLEKHG5	17564964	611067	"Spinal muscular atrophy, distal, autosomal recessive, 4"	16728649
ENSG00000152779	SLC16A12	18304496	612018	"Cataract 47, juvenile, with microcornea"	17458810
ENSG00000136854	STXBP1	18469812	612164	"Epileptic encephalopathy, early infantile, 4"	18065176
ENSG00000171316	CHD7	18834967	612370	Hypogonadotropic hypogonadism 5 with or without anosmia	17761590
ENSG00000107831	FGF8	18596921	612702	Hypogonadotropic hypogonadism 6 with or without anosmia	17761590
ENSG00000171766	GATM	11555793	612718	Cerebral creatine deficiency syndrome 3	10762163
ENSG00000157766	ACAN	19110214	612813	"Spondyloepimetaphyseal dysplasia, aggrecan type"	19110214
ENSG00000038295	TLL1	18830233	613087	Atrial septal defect 6 	18830233
ENSG00000085998	POMGNT1	18195152	613157	"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3"	17878207
ENSG00000135424	ITGA7	9590299	613204	"Muscular dystrophy, congenital, due to ITGA7 deficiency"	9354797
ENSG00000081189	MEF2C	19592390	613443	Chromosome 5q14.3 deletion syndrome 	19876902
ENSG00000081189	MEF2C	19592390	613443	"Mental retardation, stereotypic movements, epilepsy, and/or cerebral malformations"	19876902
ENSG00000052850	ALX4	19692347	613451	Frontonasal dysplasia 2 	18541970
ENSG00000140521	POLG	12825077	613662	Mitochondrial DNA depletion syndrome 4B (MNGIE type)	12297582
ENSG00000055118	KCNH2	7889573	613688	Long QT syndrome 2	7842012
ENSG00000163914	RHO	2137202	613731	"Retinitis pigmentosa 4, autosomal dominant or recessive"	2564733
ENSG00000112599	GUCA1B	15452722	613827	Retinitis pigmentosa 48	15452722
ENSG00000148053	NTRK2	15494731	613886	"Obesity, hyperphagia, and developmental delay"	12796784
ENSG00000164509	IL31RA	19690585	613955	"Amyloidosis, primary localized cutaneous, 2"	19663869
ENSG00000196876	SCN8A	16236810	614306	?Cognitive impairment with or without cerebellar ataxia	16236810
ENSG00000060237	WNK1	11498583	614492	"Pseudohypoaldosteronism, type IIC"	10869238
ENSG00000265203	RBP3	19074801	615233	Retinitis pigmentosa 66	19074801
ENSG00000138347	MYPN	18006477	615248	"Cardiomyopathy, dilated, 1KK"	18006477
ENSG00000102879	CORO1A	19097825	615401	Immunodeficiency 8	18836449
ENSG00000253729	PRKDC	19075392	615966	"Immunodeficiency 26, with or without neurologic abnormalities"	19075392
ENSG00000159899	NPR2	16384845	616255	Short stature with nonspecific skeletal abnormalities	16384845
ENSG00000103316	CRYM	12471561	616357	"Deafness, autosomal dominant 40"	12471561
ENSG00000134899	ERCC5	9096355	616570	Cerebrooculofacioskeletal syndrome 3 	8818951
ENSG00000198951	NAGA	2243144	609241	"Schindler disease, type I"	"Schindler, D., Bishop, D. F., Wallace, S., Wolfe, D. E., Desnick, R. J. Characterization of alpha-N-acetylgalactosaminidase deficiency: a new neurodegenerative lysosomal disease. (Abstract) Pediat. Res. 23: 333A only, 1988."
ENSG00000078369	GNB1	27108799	616973	"Mental retardation, autosomal dominant 42"	25485910
ENSG00000124486	USP9X	26833328	300968	"Mental retardation, X-linked 99, syndromic, female-restricted"	24690944
ENSG00000180875	GREM2	26416033	617275	"Tooth agenesis, selective, 9"	23401279
ENSG00000152977	ZIC1	26340333	616602	Craniosynostosis 6	23438589
ENSG00000169169	CPT1C	25751282	616282	"Spastic paraplegia 73, autosomal dominant"	23973755
ENSG00000004487	KDM1A	24838796	616728	"Cleft palate, psychomotor retardation, and distinctive facial features"	23020937
ENSG00000118971	CCND2	24705253	615938	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3	22228622
ENSG00000168137	SETD5	24680889	615761	"Mental retardation, autosomal dominant 23"	23020937
ENSG00000066923	STAG3	24597867	615723	Premature ovarian failure 8 	22428046
ENSG00000168275	COA6	24549041	616501	"Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 4"	22277967
ENSG00000161395	PGAP3	24439110	615716	Hyperphosphatasia with mental retardation syndrome 4	22315194
ENSG00000168356	SCN11A	24207120	615552	"Episodic pain syndrome, familial, 3"	21698661
ENSG00000100311	PDGFB	23913003	615483	"Basal ganglia calcification, idiopathic, 5"	21409505
ENSG00000100241	SBF1	23749797	615284	"Charcot-Marie-Tooth disease, type 4B3"	21210780
ENSG00000124155	PIGT	23636107	615398	Multiple congenital anomalies-hypotonia-seizures syndrome 3	21493957
ENSG00000148985	PGAP2	23561846	614207	Hyperphosphatasia with mental retardation syndrome 3	21643797
ENSG00000124356	STAMBP	23542699	614261	Microcephaly-capillary malformation syndrome	21271646
ENSG00000126091	ST3GAL3	23252400	615006	"Epileptic encephalopathy, early infantile, 15"	21907012
ENSG00000164818	DNAAF5	23040496	614874	"Ciliary dyskinesia, primary, 18"	20350728
ENSG00000167131	CCDC103	22581229	614679	"Ciliary dyskinesia, primary, 17"	19720631
ENSG00000157483	MYO1E	21756023	614131	"Glomerulosclerosis, focal segmental, 6"	19005011
ENSG00000174099	MSRB3	21185009	613718	"Deafness, autosomal recessive 74"	19650862
ENSG00000100997	ABHD12	20797687	612674	"Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract"	19005174
ENSG00000128039	SRD5A3	20637498	612379	Congenital disorder of glycosylation type Iq 	18271001
ENSG00000124172	ATP5E	20566710	614053	"Mitochondrial complex V (ATP synthase) deficiency, nuclear type 3"	18953340
ENSG00000197694	SPTAN1	20493457	613477	"Epileptic encephalopathy, early infantile, 5"	18469812
ENSG00000243646	IL10RB	19890111	612567	"Inflammatory bowel disease 25, early onset, autosomal recessive"	17554300
ENSG00000179477	ALOX12B	11773004	242100	"Ichthyosis, congenital, autosomal recessive 2"	10712205
ENSG00000068366	ACSL4	11889465	300387	"Mental retardation, X-linked 63"	10854107
ENSG00000077264	PAK3	9731525	300558	"Mental retardation, X-linked "	8826460
ENSG00000169057	MECP2	10577905	300673	"Encephalopathy, neonatal severe"	9326329
ENSG00000175426	PCSK1	9207799	600955	Obesity with impaired prohormone processing 	7477119
ENSG00000100473	COCH	9806553	601369	"Deafness, autosomal dominant 9"	8817345
ENSG00000132518	GUCY2D	9618177	601777	Cone-rod dystrophy 6 	8554074
ENSG00000204248	COL11A2	10581026	601868	"Deafness, autosomal dominant 13"	9106521
ENSG00000121743	GJA3	10205266	601885	"Cataract 14, multiple types"	9199569
ENSG00000117400	MPL	16868251	601977	Thrombocythemia 2	15269348
ENSG00000005471	ABCB4	9419367	602347	"Cholestasis, progressive familial intrahepatic 3"	8666348
ENSG00000242866	STRC	11687802	603720	"Deafness, autosomal recessive 16"	10090914
ENSG00000157978	LDLRAP1	9409298	603813	"Hypercholesterolemia, familial, autosomal recessive"	7628519
ENSG00000003400	CASP10	10412980	603909	"Autoimmune lymphoproliferative syndrome, type II"	9028957
ENSG00000047457	CP	7820540	604290	"Hypoceruloplasminemia, hereditary"	1458725
ENSG00000164199	ADGRV1	12402266	604352	"Febrile seizures, familial, 4"	10587582
ENSG00000117400	MPL	10077649	604498	"Thrombocytopenia, congenital amegakaryocytic"	9029014
ENSG00000144381	HSPD1	11898127	605280	"Spastic paraplegia 13, autosomal dominant"	10677329
